Worm number,Experiment Name,Plate ID,Well Location,Dosage,Strain,Any worm detected,Last day of observation,Last day of health,Manual Censor,Runoff Censor inital,Runoff Censor experiment,Potentially still alive,Death Detected
253,3HAA_dose_response_OP50_001,3HAA_2,13,0.1mM 3HAA,n2,0,1,0,0,1,0,0,0
254,3HAA_dose_response_OP50_001,3HAA_2,14,0.1mM 3HAA,n2,1,12,11,0,0,0,0,1
255,3HAA_dose_response_OP50_001,3HAA_2,15,0.1mM 3HAA,n2,1,12,12,0,0,1,0,0
256,3HAA_dose_response_OP50_001,3HAA_2,16,0.1mM 3HAA,n2,1,28,24,0,0,0,0,1
257,3HAA_dose_response_OP50_001,3HAA_2,17,0.1mM 3HAA,n2,1,6,6,0,0,1,0,0
258,3HAA_dose_response_OP50_001,3HAA_2,18,0.1mM 3HAA,n2,1,28,28,0,0,1,0,0
259,3HAA_dose_response_OP50_001,3HAA_2,19,0.1mM 3HAA,n2,1,8,8,0,0,0,0,1
260,3HAA_dose_response_OP50_001,3HAA_2,20,0.1mM 3HAA,n2,1,19,20,0,0,0,0,1
261,3HAA_dose_response_OP50_001,3HAA_2,21,0.1mM 3HAA,n2,1,17,17,0,0,1,0,0
262,3HAA_dose_response_OP50_001,3HAA_2,22,0.1mM 3HAA,n2,1,7,7,0,0,1,0,0
263,3HAA_dose_response_OP50_001,3HAA_2,23,0.1mM 3HAA,n2,1,10,11,0,0,0,0,1
264,3HAA_dose_response_OP50_001,3HAA_2,24,0.1mM 3HAA,n2,1,17,17,0,0,1,0,0
265,3HAA_dose_response_OP50_001,3HAA_2,25,0.1mM 3HAA,n2,0,1,0,0,1,0,0,0
266,3HAA_dose_response_OP50_001,3HAA_2,26,0.1mM 3HAA,n2,1,21,19,0,0,0,0,1
267,3HAA_dose_response_OP50_001,3HAA_2,27,0.1mM 3HAA,n2,1,24,20,0,0,0,0,1
268,3HAA_dose_response_OP50_001,3HAA_2,28,0.1mM 3HAA,n2,1,18,14,0,0,0,0,1
269,3HAA_dose_response_OP50_001,3HAA_2,29,0.1mM 3HAA,n2,1,9,12,0,0,0,0,1
270,3HAA_dose_response_OP50_001,3HAA_2,30,0.1mM 3HAA,n2,1,17,13,0,0,0,0,1
271,3HAA_dose_response_OP50_001,3HAA_2,31,0.1mM 3HAA,n2,1,21,22,0,0,0,0,1
272,3HAA_dose_response_OP50_001,3HAA_2,32,0.1mM 3HAA,n2,1,18,19,0,0,0,0,1
273,3HAA_dose_response_OP50_001,3HAA_2,33,0.1mM 3HAA,n2,1,13,13,0,0,1,0,0
274,3HAA_dose_response_OP50_001,3HAA_2,34,0.1mM 3HAA,n2,1,7,7,0,0,1,0,0
275,3HAA_dose_response_OP50_001,3HAA_2,35,0.1mM 3HAA,n2,1,13,17,0,0,0,0,1
276,3HAA_dose_response_OP50_001,3HAA_2,36,0.1mM 3HAA,n2,1,4,3,0,0,0,0,1
277,3HAA_dose_response_OP50_001,3HAA_2,37,0.1mM 3HAA,n2,1,17,17,0,0,1,0,0
278,3HAA_dose_response_OP50_001,3HAA_2,38,0.1mM 3HAA,n2,1,19,22,0,0,0,0,1
279,3HAA_dose_response_OP50_001,3HAA_2,39,0.1mM 3HAA,n2,1,23,23,0,0,1,0,0
280,3HAA_dose_response_OP50_001,3HAA_2,40,0.1mM 3HAA,n2,1,23,18,0,0,0,0,1
281,3HAA_dose_response_OP50_001,3HAA_2,41,0.1mM 3HAA,n2,1,18,18,0,0,1,0,0
282,3HAA_dose_response_OP50_001,3HAA_2,42,0.1mM 3HAA,n2,1,24,24,0,0,1,0,0
283,3HAA_dose_response_OP50_001,3HAA_2,43,0.1mM 3HAA,n2,1,11,10,0,0,0,0,1
284,3HAA_dose_response_OP50_001,3HAA_2,44,0.1mM 3HAA,n2,1,14,12,0,0,0,0,1
285,3HAA_dose_response_OP50_001,3HAA_2,45,0.1mM 3HAA,n2,1,14,14,0,0,1,0,0
286,3HAA_dose_response_OP50_001,3HAA_2,46,0.1mM 3HAA,n2,1,15,14,0,0,0,0,1
287,3HAA_dose_response_OP50_001,3HAA_2,47,0.1mM 3HAA,n2,1,12,12,0,0,1,0,0
288,3HAA_dose_response_OP50_001,3HAA_2,48,0.1mM 3HAA,n2,1,21,20,0,0,0,0,1
289,3HAA_dose_response_OP50_001,3HAA_2,49,0.1mM 3HAA,n2,0,1,0,0,1,0,0,0
290,3HAA_dose_response_OP50_001,3HAA_2,50,0.1mM 3HAA,n2,1,20,16,0,0,0,0,1
291,3HAA_dose_response_OP50_001,3HAA_2,51,0.1mM 3HAA,n2,1,19,16,0,0,0,0,1
292,3HAA_dose_response_OP50_001,3HAA_2,52,0.1mM 3HAA,n2,1,15,11,0,0,0,0,1
293,3HAA_dose_response_OP50_001,3HAA_2,53,0.1mM 3HAA,n2,1,9,8,0,0,0,0,1
294,3HAA_dose_response_OP50_001,3HAA_2,54,0.1mM 3HAA,n2,1,7,6,0,0,0,0,1
295,3HAA_dose_response_OP50_001,3HAA_2,55,0.1mM 3HAA,n2,1,18,14,0,0,0,0,1
296,3HAA_dose_response_OP50_001,3HAA_2,56,0.1mM 3HAA,n2,1,25,23,0,0,0,0,1
297,3HAA_dose_response_OP50_001,3HAA_2,57,0.1mM 3HAA,n2,1,12,11,0,0,0,0,1
298,3HAA_dose_response_OP50_001,3HAA_2,58,0.1mM 3HAA,n2,1,20,20,0,0,1,0,0
299,3HAA_dose_response_OP50_001,3HAA_2,59,0.1mM 3HAA,n2,1,7,7,0,0,1,0,0
300,3HAA_dose_response_OP50_001,3HAA_2,60,0.1mM 3HAA,n2,1,5,3,0,0,0,0,1
301,3HAA_dose_response_OP50_001,3HAA_2,61,Control,n2,1,12,13,0,0,0,0,1
302,3HAA_dose_response_OP50_001,3HAA_2,62,Control,n2,1,14,11,0,0,0,0,1
303,3HAA_dose_response_OP50_001,3HAA_2,63,Control,n2,1,18,13,0,0,0,0,1
304,3HAA_dose_response_OP50_001,3HAA_2,64,Control,n2,1,6,6,0,0,1,0,0
305,3HAA_dose_response_OP50_001,3HAA_2,65,Control,n2,1,16,10,0,0,0,0,1
306,3HAA_dose_response_OP50_001,3HAA_2,66,Control,n2,1,14,12,0,0,0,0,1
307,3HAA_dose_response_OP50_001,3HAA_2,67,Control,n2,1,24,23,0,0,0,0,1
308,3HAA_dose_response_OP50_001,3HAA_2,68,Control,n2,1,18,16,0,0,0,0,1
309,3HAA_dose_response_OP50_001,3HAA_2,69,Control,n2,1,21,12,0,0,0,0,1
310,3HAA_dose_response_OP50_001,3HAA_2,70,Control,n2,1,17,16,0,0,0,0,1
311,3HAA_dose_response_OP50_001,3HAA_2,71,Control,n2,1,19,15,0,0,0,0,1
312,3HAA_dose_response_OP50_001,3HAA_2,72,Control,n2,1,15,12,0,0,0,0,1
313,3HAA_dose_response_OP50_001,3HAA_2,73,Control,n2,1,10,10,0,0,1,0,0
314,3HAA_dose_response_OP50_001,3HAA_2,74,Control,n2,1,17,17,0,0,1,0,0
315,3HAA_dose_response_OP50_001,3HAA_2,75,Control,n2,1,18,11,0,0,0,0,1
316,3HAA_dose_response_OP50_001,3HAA_2,76,Control,n2,0,1,0,0,1,0,0,0
317,3HAA_dose_response_OP50_001,3HAA_2,77,Control,n2,1,11,11,0,0,1,0,0
318,3HAA_dose_response_OP50_001,3HAA_2,78,Control,n2,1,24,18,0,0,0,0,1
319,3HAA_dose_response_OP50_001,3HAA_2,79,Control,n2,1,19,19,0,0,1,0,0
320,3HAA_dose_response_OP50_001,3HAA_2,80,Control,n2,1,12,8,0,0,0,0,1
321,3HAA_dose_response_OP50_001,3HAA_2,81,Control,n2,1,20,19,0,0,0,0,1
322,3HAA_dose_response_OP50_001,3HAA_2,82,Control,n2,1,20,18,0,0,0,0,1
323,3HAA_dose_response_OP50_001,3HAA_2,83,Control,n2,0,1,0,0,1,0,0,0
324,3HAA_dose_response_OP50_001,3HAA_2,84,Control,n2,1,6,0,0,1,0,0,0
325,3HAA_dose_response_OP50_001,3HAA_2,85,Control,n2,1,7,7,0,0,1,0,0
326,3HAA_dose_response_OP50_001,3HAA_2,86,Control,n2,1,16,13,0,0,0,0,1
327,3HAA_dose_response_OP50_001,3HAA_2,87,Control,n2,1,14,10,0,0,0,0,1
328,3HAA_dose_response_OP50_001,3HAA_2,88,Control,n2,1,19,16,0,0,0,0,1
329,3HAA_dose_response_OP50_001,3HAA_2,89,Control,n2,1,14,12,0,0,0,0,1
330,3HAA_dose_response_OP50_001,3HAA_2,90,Control,n2,1,11,7,0,0,0,0,1
331,3HAA_dose_response_OP50_001,3HAA_2,91,Control,n2,1,16,16,0,0,1,0,0
332,3HAA_dose_response_OP50_001,3HAA_2,92,Control,n2,0,1,0,0,1,0,0,0
333,3HAA_dose_response_OP50_001,3HAA_2,93,Control,n2,0,1,0,0,1,0,0,0
334,3HAA_dose_response_OP50_001,3HAA_2,94,Control,n2,0,1,0,0,1,0,0,0
335,3HAA_dose_response_OP50_001,3HAA_2,95,Control,n2,0,1,0,0,1,0,0,0
336,3HAA_dose_response_OP50_001,3HAA_2,96,Control,n2,0,1,0,0,1,0,0,0
337,3HAA_dose_response_OP50_001,3HAA_2,97,Control,n2,1,7,5,0,0,0,0,1
338,3HAA_dose_response_OP50_001,3HAA_2,98,Control,n2,1,24,16,0,0,0,0,1
339,3HAA_dose_response_OP50_001,3HAA_2,99,Control,n2,1,13,12,0,0,0,0,1
340,3HAA_dose_response_OP50_001,3HAA_2,100,Control,n2,0,1,0,0,1,0,0,0
341,3HAA_dose_response_OP50_001,3HAA_2,101,Control,n2,1,7,7,0,0,1,0,0
342,3HAA_dose_response_OP50_001,3HAA_2,102,Control,n2,1,20,14,0,0,0,0,1
343,3HAA_dose_response_OP50_001,3HAA_2,103,Control,n2,1,10,8,0,0,0,0,1
344,3HAA_dose_response_OP50_001,3HAA_2,104,Control,n2,1,18,13,0,0,0,0,1
345,3HAA_dose_response_OP50_001,3HAA_2,105,Control,n2,1,12,10,0,0,0,0,1
346,3HAA_dose_response_OP50_001,3HAA_2,106,Control,n2,1,4,3,0,0,0,0,1
347,3HAA_dose_response_OP50_001,3HAA_2,107,Control,n2,1,13,13,0,0,1,0,0
348,3HAA_dose_response_OP50_001,3HAA_2,108,Control,n2,1,9,9,0,0,1,0,0
349,3HAA_dose_response_OP50_001,3HAA_2,109,Control,n2,1,23,17,0,0,0,0,1
350,3HAA_dose_response_OP50_001,3HAA_2,110,Control,n2,0,1,0,0,1,0,0,0
351,3HAA_dose_response_OP50_001,3HAA_2,111,Control,n2,1,19,14,0,0,0,0,1
352,3HAA_dose_response_OP50_001,3HAA_2,112,Control,n2,1,15,12,0,0,0,0,1
353,3HAA_dose_response_OP50_001,3HAA_2,113,Control,n2,1,19,16,0,0,0,0,1
354,3HAA_dose_response_OP50_001,3HAA_2,114,Control,n2,1,15,12,0,0,0,0,1
355,3HAA_dose_response_OP50_001,3HAA_2,115,Control,n2,1,16,16,0,0,1,0,0
356,3HAA_dose_response_OP50_001,3HAA_2,116,Control,n2,1,17,14,0,0,0,0,1
357,3HAA_dose_response_OP50_001,3HAA_2,117,Control,n2,1,19,15,0,0,0,0,1
358,3HAA_dose_response_OP50_001,3HAA_2,118,Control,n2,0,1,0,0,1,0,0,0
359,3HAA_dose_response_OP50_001,3HAA_2,119,Control,n2,1,23,22,0,0,0,0,1
360,3HAA_dose_response_OP50_001,3HAA_2,120,Control,n2,1,21,17,0,0,0,0,1
361,3HAA_dose_response_OP50_001,3HAA_2,121,0.01mM 3HAA,n2,1,7,8,0,0,0,0,1
362,3HAA_dose_response_OP50_001,3HAA_2,122,0.01mM 3HAA,n2,1,18,18,0,0,1,0,0
363,3HAA_dose_response_OP50_001,3HAA_2,123,0.01mM 3HAA,n2,1,4,3,0,0,0,0,1
364,3HAA_dose_response_OP50_001,3HAA_2,124,0.01mM 3HAA,n2,1,17,16,0,0,0,0,1
365,3HAA_dose_response_OP50_001,3HAA_2,125,0.01mM 3HAA,n2,1,9,8,0,0,0,0,1
366,3HAA_dose_response_OP50_001,3HAA_2,126,0.01mM 3HAA,n2,1,13,11,0,0,0,0,1
367,3HAA_dose_response_OP50_001,3HAA_2,127,0.01mM 3HAA,n2,1,13,13,0,0,1,0,0
368,3HAA_dose_response_OP50_001,3HAA_2,128,0.01mM 3HAA,n2,1,12,7,0,0,0,0,1
369,3HAA_dose_response_OP50_001,3HAA_2,129,0.01mM 3HAA,n2,1,10,10,0,0,1,0,0
370,3HAA_dose_response_OP50_001,3HAA_2,130,0.01mM 3HAA,n2,1,15,14,0,0,0,0,1
371,3HAA_dose_response_OP50_001,3HAA_2,131,0.01mM 3HAA,n2,1,14,14,0,0,1,0,0
372,3HAA_dose_response_OP50_001,3HAA_2,132,0.01mM 3HAA,n2,1,12,10,0,0,0,0,1
373,3HAA_dose_response_OP50_001,3HAA_2,133,0.01mM 3HAA,n2,1,9,9,0,0,1,0,0
374,3HAA_dose_response_OP50_001,3HAA_2,134,0.01mM 3HAA,n2,1,16,11,0,0,0,0,1
375,3HAA_dose_response_OP50_001,3HAA_2,135,0.01mM 3HAA,n2,1,14,15,0,0,0,0,1
376,3HAA_dose_response_OP50_001,3HAA_2,136,0.01mM 3HAA,n2,1,15,11,0,0,0,0,1
377,3HAA_dose_response_OP50_001,3HAA_2,137,0.01mM 3HAA,n2,1,11,11,0,0,1,0,0
378,3HAA_dose_response_OP50_001,3HAA_2,138,0.01mM 3HAA,n2,1,17,15,0,0,0,0,1
379,3HAA_dose_response_OP50_001,3HAA_2,139,0.01mM 3HAA,n2,1,18,14,0,0,0,0,1
380,3HAA_dose_response_OP50_001,3HAA_2,140,0.01mM 3HAA,n2,1,19,13,0,0,0,0,1
381,3HAA_dose_response_OP50_001,3HAA_2,141,0.01mM 3HAA,n2,1,17,12,0,0,0,0,1
382,3HAA_dose_response_OP50_001,3HAA_2,142,0.01mM 3HAA,n2,1,17,16,0,0,0,0,1
383,3HAA_dose_response_OP50_001,3HAA_2,143,0.01mM 3HAA,n2,1,21,18,0,0,0,0,1
384,3HAA_dose_response_OP50_001,3HAA_2,144,0.01mM 3HAA,n2,1,4,3,0,0,0,0,1
385,3HAA_dose_response_OP50_001,3HAA_2,145,0.01mM 3HAA,n2,1,21,21,0,0,1,0,0
386,3HAA_dose_response_OP50_001,3HAA_2,146,0.01mM 3HAA,n2,1,21,22,0,0,0,0,1
387,3HAA_dose_response_OP50_001,3HAA_2,147,0.01mM 3HAA,n2,1,12,10,0,0,0,0,1
388,3HAA_dose_response_OP50_001,3HAA_2,148,0.01mM 3HAA,n2,1,18,14,0,0,0,0,1
389,3HAA_dose_response_OP50_001,3HAA_2,149,0.01mM 3HAA,n2,1,13,12,0,0,0,0,1
390,3HAA_dose_response_OP50_001,3HAA_2,150,0.01mM 3HAA,n2,1,10,9,0,0,0,0,1
391,3HAA_dose_response_OP50_001,3HAA_2,151,0.01mM 3HAA,n2,1,10,10,0,0,1,0,0
392,3HAA_dose_response_OP50_001,3HAA_2,152,0.01mM 3HAA,n2,1,15,14,0,0,0,0,1
393,3HAA_dose_response_OP50_001,3HAA_2,153,0.01mM 3HAA,n2,1,21,14,0,0,0,0,1
394,3HAA_dose_response_OP50_001,3HAA_2,154,0.01mM 3HAA,n2,1,19,15,0,0,0,0,1
395,3HAA_dose_response_OP50_001,3HAA_2,155,0.01mM 3HAA,n2,1,14,9,0,0,0,0,1
396,3HAA_dose_response_OP50_001,3HAA_2,156,0.01mM 3HAA,n2,1,10,10,0,0,1,0,0
397,3HAA_dose_response_OP50_001,3HAA_2,157,0.01mM 3HAA,n2,1,12,11,0,0,0,0,1
398,3HAA_dose_response_OP50_001,3HAA_2,158,0.01mM 3HAA,n2,1,16,13,0,0,0,0,1
399,3HAA_dose_response_OP50_001,3HAA_2,159,0.01mM 3HAA,n2,1,12,11,0,0,0,0,1
400,3HAA_dose_response_OP50_001,3HAA_2,160,0.01mM 3HAA,n2,1,14,18,0,0,0,0,1
401,3HAA_dose_response_OP50_001,3HAA_2,161,0.01mM 3HAA,n2,1,8,8,0,0,1,0,0
402,3HAA_dose_response_OP50_001,3HAA_2,162,0.01mM 3HAA,n2,1,17,15,0,0,0,0,1
403,3HAA_dose_response_OP50_001,3HAA_2,163,0.01mM 3HAA,n2,1,9,9,0,0,1,0,0
404,3HAA_dose_response_OP50_001,3HAA_2,164,0.01mM 3HAA,n2,1,17,14,0,0,0,0,1
405,3HAA_dose_response_OP50_001,3HAA_2,165,0.01mM 3HAA,n2,1,6,0,0,1,0,0,0
406,3HAA_dose_response_OP50_001,3HAA_2,166,0.01mM 3HAA,n2,1,21,15,0,0,0,0,1
407,3HAA_dose_response_OP50_001,3HAA_2,167,0.01mM 3HAA,n2,1,8,6,0,0,0,0,1
408,3HAA_dose_response_OP50_001,3HAA_2,168,0.01mM 3HAA,n2,1,14,13,0,0,0,0,1
409,3HAA_dose_response_OP50_001,3HAA_2,169,0.01mM 3HAA,n2,1,15,16,0,0,0,0,1
410,3HAA_dose_response_OP50_001,3HAA_2,170,0.01mM 3HAA,n2,1,14,12,0,0,0,0,1
411,3HAA_dose_response_OP50_001,3HAA_2,171,0.01mM 3HAA,n2,1,6,3,0,0,0,0,1
412,3HAA_dose_response_OP50_001,3HAA_2,172,0.01mM 3HAA,n2,1,17,15,0,0,0,0,1
413,3HAA_dose_response_OP50_001,3HAA_2,173,0.01mM 3HAA,n2,1,10,14,0,0,0,0,1
414,3HAA_dose_response_OP50_001,3HAA_2,174,0.01mM 3HAA,n2,1,19,14,0,0,0,0,1
415,3HAA_dose_response_OP50_001,3HAA_2,175,0.01mM 3HAA,n2,1,4,3,0,0,0,0,1
416,3HAA_dose_response_OP50_001,3HAA_2,176,0.01mM 3HAA,n2,1,18,16,0,0,0,0,1
417,3HAA_dose_response_OP50_001,3HAA_2,177,0.01mM 3HAA,n2,1,1,0,0,1,0,0,0
418,3HAA_dose_response_OP50_001,3HAA_2,178,0.01mM 3HAA,n2,1,16,16,0,0,1,0,0
419,3HAA_dose_response_OP50_001,3HAA_2,179,0.01mM 3HAA,n2,1,24,21,0,0,0,0,1
420,3HAA_dose_response_OP50_001,3HAA_2,180,0.01mM 3HAA,n2,1,14,14,0,0,1,0,0
421,3HAA_dose_response_OP50_001,3HAA_2,181,1mM 3HAA,n2,1,8,5,0,0,0,0,1
422,3HAA_dose_response_OP50_001,3HAA_2,182,1mM 3HAA,n2,1,20,16,0,0,0,0,1
423,3HAA_dose_response_OP50_001,3HAA_2,183,1mM 3HAA,n2,1,17,12,0,0,0,0,1
424,3HAA_dose_response_OP50_001,3HAA_2,184,1mM 3HAA,n2,1,18,17,0,0,0,0,1
425,3HAA_dose_response_OP50_001,3HAA_2,185,1mM 3HAA,n2,0,1,0,0,1,0,0,0
426,3HAA_dose_response_OP50_001,3HAA_2,186,1mM 3HAA,n2,1,21,17,0,0,0,0,1
427,3HAA_dose_response_OP50_001,3HAA_2,187,1mM 3HAA,n2,1,20,16,0,0,0,0,1
428,3HAA_dose_response_OP50_001,3HAA_2,188,1mM 3HAA,n2,1,28,21,0,0,0,0,1
429,3HAA_dose_response_OP50_001,3HAA_2,189,1mM 3HAA,n2,1,6,6,0,0,1,0,0
430,3HAA_dose_response_OP50_001,3HAA_2,190,1mM 3HAA,n2,1,15,14,0,0,0,0,1
431,3HAA_dose_response_OP50_001,3HAA_2,191,1mM 3HAA,n2,1,14,15,0,0,0,0,1
432,3HAA_dose_response_OP50_001,3HAA_2,192,1mM 3HAA,n2,1,18,19,0,0,0,0,1
433,3HAA_dose_response_OP50_001,3HAA_2,193,1mM 3HAA,n2,1,29,26,0,0,0,0,1
434,3HAA_dose_response_OP50_001,3HAA_2,194,1mM 3HAA,n2,1,12,11,0,0,0,0,1
435,3HAA_dose_response_OP50_001,3HAA_2,195,1mM 3HAA,n2,0,1,0,0,1,0,0,0
436,3HAA_dose_response_OP50_001,3HAA_2,196,1mM 3HAA,n2,1,20,18,0,0,0,0,1
437,3HAA_dose_response_OP50_001,3HAA_2,197,1mM 3HAA,n2,1,20,14,0,0,0,0,1
438,3HAA_dose_response_OP50_001,3HAA_2,198,1mM 3HAA,n2,1,21,17,0,0,0,0,1
439,3HAA_dose_response_OP50_001,3HAA_2,199,1mM 3HAA,n2,1,3,0,0,1,0,0,0
440,3HAA_dose_response_OP50_001,3HAA_2,200,1mM 3HAA,n2,1,8,6,0,0,0,0,1
441,3HAA_dose_response_OP50_001,3HAA_2,201,1mM 3HAA,n2,1,30,23,0,0,0,0,1
442,3HAA_dose_response_OP50_001,3HAA_2,202,1mM 3HAA,n2,1,12,12,0,0,1,0,0
443,3HAA_dose_response_OP50_001,3HAA_2,203,1mM 3HAA,n2,1,9,9,0,0,1,0,0
444,3HAA_dose_response_OP50_001,3HAA_2,204,1mM 3HAA,n2,1,29,18,0,0,0,0,1
445,3HAA_dose_response_OP50_001,3HAA_2,205,1mM 3HAA,n2,1,10,10,0,0,1,0,0
446,3HAA_dose_response_OP50_001,3HAA_2,206,1mM 3HAA,n2,1,20,23,0,0,0,0,1
447,3HAA_dose_response_OP50_001,3HAA_2,207,1mM 3HAA,n2,1,28,22,0,0,0,0,1
448,3HAA_dose_response_OP50_001,3HAA_2,208,1mM 3HAA,n2,1,23,23,0,0,1,0,0
449,3HAA_dose_response_OP50_001,3HAA_2,209,1mM 3HAA,n2,1,16,18,0,0,0,0,1
450,3HAA_dose_response_OP50_001,3HAA_2,210,1mM 3HAA,n2,1,17,17,0,0,1,0,0
451,3HAA_dose_response_OP50_001,3HAA_2,211,1mM 3HAA,n2,1,21,20,0,0,0,0,1
452,3HAA_dose_response_OP50_001,3HAA_2,212,1mM 3HAA,n2,1,6,5,0,0,0,0,1
453,3HAA_dose_response_OP50_001,3HAA_2,213,1mM 3HAA,n2,1,19,18,0,0,0,0,1
454,3HAA_dose_response_OP50_001,3HAA_2,214,1mM 3HAA,n2,1,10,10,0,0,1,0,0
455,3HAA_dose_response_OP50_001,3HAA_2,215,1mM 3HAA,n2,1,20,12,0,0,0,0,1
456,3HAA_dose_response_OP50_001,3HAA_2,216,1mM 3HAA,n2,1,20,20,0,0,1,0,0
457,3HAA_dose_response_OP50_001,3HAA_2,217,1mM 3HAA,n2,1,20,20,0,0,0,0,1
458,3HAA_dose_response_OP50_001,3HAA_2,218,1mM 3HAA,n2,1,26,26,0,0,1,0,0
459,3HAA_dose_response_OP50_001,3HAA_2,219,1mM 3HAA,n2,1,21,18,0,0,0,0,1
460,3HAA_dose_response_OP50_001,3HAA_2,220,1mM 3HAA,n2,1,29,27,0,0,0,0,1
461,3HAA_dose_response_OP50_001,3HAA_2,221,1mM 3HAA,n2,1,29,23,0,0,0,0,1
462,3HAA_dose_response_OP50_001,3HAA_2,222,1mM 3HAA,n2,1,23,22,0,0,0,0,1
463,3HAA_dose_response_OP50_001,3HAA_2,223,1mM 3HAA,n2,1,15,14,0,0,0,0,1
464,3HAA_dose_response_OP50_001,3HAA_2,224,1mM 3HAA,n2,1,14,12,0,0,0,0,1
465,3HAA_dose_response_OP50_001,3HAA_2,225,1mM 3HAA,n2,1,27,24,0,0,0,0,1
466,3HAA_dose_response_OP50_001,3HAA_2,226,1mM 3HAA,n2,1,15,13,0,0,0,0,1
467,3HAA_dose_response_OP50_001,3HAA_2,227,1mM 3HAA,n2,0,1,0,0,1,0,0,0
468,3HAA_dose_response_OP50_001,3HAA_2,228,1mM 3HAA,n2,1,28,23,0,0,0,0,1
469,3HAA_dose_response_OP50_001,3HAA_2,229,1mM 3HAA,n2,0,1,0,0,1,0,0,0
470,3HAA_dose_response_OP50_001,3HAA_2,230,1mM 3HAA,n2,1,10,10,0,0,1,0,0
471,3HAA_dose_response_OP50_001,3HAA_2,231,1mM 3HAA,n2,1,14,14,0,0,1,0,0
472,3HAA_dose_response_OP50_001,3HAA_2,232,1mM 3HAA,n2,1,20,19,0,0,0,0,1
473,3HAA_dose_response_OP50_001,3HAA_2,233,1mM 3HAA,n2,1,21,16,0,0,0,0,1
474,3HAA_dose_response_OP50_001,3HAA_2,234,1mM 3HAA,n2,1,19,19,0,0,1,0,0
475,3HAA_dose_response_OP50_001,3HAA_2,235,1mM 3HAA,n2,0,1,0,0,1,0,0,0
476,3HAA_dose_response_OP50_001,3HAA_2,236,1mM 3HAA,n2,1,8,8,0,0,1,0,0
477,3HAA_dose_response_OP50_001,3HAA_2,237,1mM 3HAA,n2,1,21,20,0,0,0,0,1
478,3HAA_dose_response_OP50_001,3HAA_2,238,1mM 3HAA,n2,1,11,11,0,0,1,0,0
479,3HAA_dose_response_OP50_001,3HAA_2,239,1mM 3HAA,n2,1,41,19,0,0,0,0,1
480,3HAA_dose_response_OP50_001,3HAA_2,240,1mM 3HAA,n2,0,1,0,0,1,0,0,0
481,3HAA_dose_response_OP50_001,3HAA_3,1,1mM 3HAA,n2,1,14,8,1,0,0,0,0
482,3HAA_dose_response_OP50_001,3HAA_3,2,1mM 3HAA,n2,1,21,20,0,0,0,0,1
483,3HAA_dose_response_OP50_001,3HAA_3,3,1mM 3HAA,n2,1,21,20,0,0,0,0,1
484,3HAA_dose_response_OP50_001,3HAA_3,4,1mM 3HAA,n2,1,27,25,0,0,0,0,1
485,3HAA_dose_response_OP50_001,3HAA_3,5,1mM 3HAA,n2,1,18,18,0,0,1,0,0
486,3HAA_dose_response_OP50_001,3HAA_3,6,1mM 3HAA,n2,1,21,19,0,0,0,0,1
487,3HAA_dose_response_OP50_001,3HAA_3,7,1mM 3HAA,n2,1,14,12,0,0,0,0,1
488,3HAA_dose_response_OP50_001,3HAA_3,8,1mM 3HAA,n2,1,15,14,0,0,0,0,1
489,3HAA_dose_response_OP50_001,3HAA_3,9,1mM 3HAA,n2,1,20,19,0,0,0,0,1
490,3HAA_dose_response_OP50_001,3HAA_3,10,1mM 3HAA,n2,1,26,23,0,0,0,0,1
491,3HAA_dose_response_OP50_001,3HAA_3,11,1mM 3HAA,n2,1,23,17,0,0,0,0,1
492,3HAA_dose_response_OP50_001,3HAA_3,12,1mM 3HAA,n2,1,16,14,0,0,0,0,1
493,3HAA_dose_response_OP50_001,3HAA_3,13,1mM 3HAA,n2,1,16,18,0,0,0,0,1
494,3HAA_dose_response_OP50_001,3HAA_3,14,1mM 3HAA,n2,1,20,20,0,0,0,0,1
495,3HAA_dose_response_OP50_001,3HAA_3,15,1mM 3HAA,n2,1,20,23,0,0,0,0,1
496,3HAA_dose_response_OP50_001,3HAA_3,16,1mM 3HAA,n2,1,20,19,0,0,0,0,1
497,3HAA_dose_response_OP50_001,3HAA_3,17,1mM 3HAA,n2,1,15,15,0,0,1,0,0
498,3HAA_dose_response_OP50_001,3HAA_3,18,1mM 3HAA,n2,1,15,16,0,0,0,0,1
499,3HAA_dose_response_OP50_001,3HAA_3,19,1mM 3HAA,n2,1,29,25,0,0,0,0,1
500,3HAA_dose_response_OP50_001,3HAA_3,20,1mM 3HAA,n2,1,13,13,0,0,1,0,0
501,3HAA_dose_response_OP50_001,3HAA_3,21,1mM 3HAA,n2,1,5,5,0,0,1,0,0
502,3HAA_dose_response_OP50_001,3HAA_3,22,1mM 3HAA,n2,1,18,15,0,0,0,0,1
503,3HAA_dose_response_OP50_001,3HAA_3,23,1mM 3HAA,n2,1,19,18,0,0,0,0,1
504,3HAA_dose_response_OP50_001,3HAA_3,24,1mM 3HAA,n2,1,12,12,0,0,1,0,0
505,3HAA_dose_response_OP50_001,3HAA_3,25,1mM 3HAA,n2,1,20,19,0,0,0,0,1
506,3HAA_dose_response_OP50_001,3HAA_3,26,1mM 3HAA,n2,1,20,19,0,0,0,0,1
507,3HAA_dose_response_OP50_001,3HAA_3,27,1mM 3HAA,n2,1,21,23,0,0,0,0,1
